Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[disease]	Characteristics[organism part]	Characteristics[cell cycle phase]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[cell cycle phase]	Factor Value[single cell identifier]
S42	ERS1979319	SAMEA104354341	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S42	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	721	808	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S42	sequencing assay	ERX2233665	2015_02_13_6D_plate_3_S42_L000_R2_001.fastq.gz	2015_02_13_6D_plate_3_S42_L000_R2_001.fastq.gz	ERR2177302	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177302/ERR2177302_2.fastq.gz	74	38	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S42
S43	ERS1979320	SAMEA104354342	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S43	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	591	649	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S43	sequencing assay	ERX2233666	2015_02_13_6E_plate_3_S43_L000_R1_001.fastq.gz	2015_02_13_6E_plate_3_S43_L000_R1_001.fastq.gz	ERR2177303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177303/ERR2177303_1.fastq.gz	300	151	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S43
S43	ERS1979320	SAMEA104354342	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S43	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	591	649	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S43	sequencing assay	ERX2233666	2015_02_13_6E_plate_3_S43_L000_R2_001.fastq.gz	2015_02_13_6E_plate_3_S43_L000_R2_001.fastq.gz	ERR2177303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177303/ERR2177303_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S43
S45	ERS1979321	SAMEA104354343	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S45	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	650	719	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S45	sequencing assay	ERX2233667	2015_02_13_6E_plate_4_S45_L000_R1_001.fastq.gz	2015_02_13_6E_plate_4_S45_L000_R1_001.fastq.gz	ERR2177304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177304/ERR2177304_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S45
S45	ERS1979321	SAMEA104354343	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S45	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	650	719	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S45	sequencing assay	ERX2233667	2015_02_13_6E_plate_4_S45_L000_R2_001.fastq.gz	2015_02_13_6E_plate_4_S45_L000_R2_001.fastq.gz	ERR2177304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177304/ERR2177304_2.fastq.gz	106	54	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S45
S46	ERS1979322	SAMEA104354344	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S46	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	570	621	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S46	sequencing assay	ERX2233668	2015_02_13_6F_plate_4_S46_L000_R1_001.fastq.gz	2015_02_13_6F_plate_4_S46_L000_R1_001.fastq.gz	ERR2177305	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177305/ERR2177305_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S46
S46	ERS1979322	SAMEA104354344	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S46	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	570	621	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S46	sequencing assay	ERX2233668	2015_02_13_6F_plate_4_S46_L000_R2_001.fastq.gz	2015_02_13_6F_plate_4_S46_L000_R2_001.fastq.gz	ERR2177305	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177305/ERR2177305_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S46
S47	ERS1979323	SAMEA104354345	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S47	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	565	631	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S47	sequencing assay	ERX2233669	2015_02_13_6G_plate_4_S47_L000_R1_001.fastq.gz	2015_02_13_6G_plate_4_S47_L000_R1_001.fastq.gz	ERR2177306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177306/ERR2177306_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S47
S47	ERS1979323	SAMEA104354345	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S47	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	565	631	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S47	sequencing assay	ERX2233669	2015_02_13_6G_plate_4_S47_L000_R2_001.fastq.gz	2015_02_13_6G_plate_4_S47_L000_R2_001.fastq.gz	ERR2177306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177306/ERR2177306_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S47
S48	ERS1979324	SAMEA104354346	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S48	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	559	604	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S48	sequencing assay	ERX2233670	2015_02_13_6H_plate_4_S48_L000_R1_001.fastq.gz	2015_02_13_6H_plate_4_S48_L000_R1_001.fastq.gz	ERR2177307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2177307/ERR2177307_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S48
S48	ERS1979324	SAMEA104354346	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S48	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	559	604	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S48	sequencing assay	ERX2233670	2015_02_13_6H_plate_4_S48_L000_R2_001.fastq.gz	2015_02_13_6H_plate_4_S48_L000_R2_001.fastq.gz	ERR2177307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2177307/ERR2177307_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S48
S50	ERS1979325	SAMEA104354347	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S50	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	648	714	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S50	sequencing assay	ERX2233671	2015_02_13_7B_plate_4_S50_L000_R1_001.fastq.gz	2015_02_13_7B_plate_4_S50_L000_R1_001.fastq.gz	ERR2177308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177308/ERR2177308_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S50
S50	ERS1979325	SAMEA104354347	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S50	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	648	714	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S50	sequencing assay	ERX2233671	2015_02_13_7B_plate_4_S50_L000_R2_001.fastq.gz	2015_02_13_7B_plate_4_S50_L000_R2_001.fastq.gz	ERR2177308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177308/ERR2177308_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S50
S51	ERS1979326	SAMEA104354348	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S51	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	598	658	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S51	sequencing assay	ERX2233672	2015_02_13_7C_plate_4_S51_L000_R1_001.fastq.gz	2015_02_13_7C_plate_4_S51_L000_R1_001.fastq.gz	ERR2177309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177309/ERR2177309_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S51
S51	ERS1979326	SAMEA104354348	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S51	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	598	658	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S51	sequencing assay	ERX2233672	2015_02_13_7C_plate_4_S51_L000_R2_001.fastq.gz	2015_02_13_7C_plate_4_S51_L000_R2_001.fastq.gz	ERR2177309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177309/ERR2177309_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S51
S52	ERS1979327	SAMEA104354349	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S52	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	740	826	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S52	sequencing assay	ERX2233673	2015_02_13_7D_plate_4_S52_L000_R1_001.fastq.gz	2015_02_13_7D_plate_4_S52_L000_R1_001.fastq.gz	ERR2177310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177310/ERR2177310_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S52
S52	ERS1979327	SAMEA104354349	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S52	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	740	826	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S52	sequencing assay	ERX2233673	2015_02_13_7D_plate_4_S52_L000_R2_001.fastq.gz	2015_02_13_7D_plate_4_S52_L000_R2_001.fastq.gz	ERR2177310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177310/ERR2177310_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S52
S44	ERS1979328	SAMEA104354350	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S44	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	720	811	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S44	sequencing assay	ERX2233674	2015_02_13_7E_plate_3_S44_L000_R1_001.fastq.gz	2015_02_13_7E_plate_3_S44_L000_R1_001.fastq.gz	ERR2177311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177311/ERR2177311_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S44
S44	ERS1979328	SAMEA104354350	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S44	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	720	811	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S44	sequencing assay	ERX2233674	2015_02_13_7E_plate_3_S44_L000_R2_001.fastq.gz	2015_02_13_7E_plate_3_S44_L000_R2_001.fastq.gz	ERR2177311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177311/ERR2177311_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S44
S53	ERS1979329	SAMEA104354351	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S53	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	695	769	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S53	sequencing assay	ERX2233675	2015_02_13_7E_plate_4_S53_L000_R1_001.fastq.gz	2015_02_13_7E_plate_4_S53_L000_R1_001.fastq.gz	ERR2177312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177312/ERR2177312_1.fastq.gz	300	151	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S53
S53	ERS1979329	SAMEA104354351	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S53	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	695	769	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S53	sequencing assay	ERX2233675	2015_02_13_7E_plate_4_S53_L000_R2_001.fastq.gz	2015_02_13_7E_plate_4_S53_L000_R2_001.fastq.gz	ERR2177312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177312/ERR2177312_2.fastq.gz	136	69	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S53
S54	ERS1979330	SAMEA104354352	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S54	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	548	607	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S54	sequencing assay	ERX2233676	2015_02_13_7F_plate_4_S54_L000_R1_001.fastq.gz	2015_02_13_7F_plate_4_S54_L000_R1_001.fastq.gz	ERR2177313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177313/ERR2177313_1.fastq.gz	300	151	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S54
S54	ERS1979330	SAMEA104354352	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S54	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	548	607	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S54	sequencing assay	ERX2233676	2015_02_13_7F_plate_4_S54_L000_R2_001.fastq.gz	2015_02_13_7F_plate_4_S54_L000_R2_001.fastq.gz	ERR2177313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177313/ERR2177313_2.fastq.gz	76	39	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S54
S55	ERS1979331	SAMEA104354353	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S55	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	608	682	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S55	sequencing assay	ERX2233677	2015_02_13_7G_plate_4_S55_L000_R1_001.fastq.gz	2015_02_13_7G_plate_4_S55_L000_R1_001.fastq.gz	ERR2177314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177314/ERR2177314_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S55
S55	ERS1979331	SAMEA104354353	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S55	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	608	682	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S55	sequencing assay	ERX2233677	2015_02_13_7G_plate_4_S55_L000_R2_001.fastq.gz	2015_02_13_7G_plate_4_S55_L000_R2_001.fastq.gz	ERR2177314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177314/ERR2177314_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S55
S56	ERS1979332	SAMEA104354354	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S56	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	494	551	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S56	sequencing assay	ERX2233678	2015_02_13_7H_plate_4_S56_L000_R1_001.fastq.gz	2015_02_13_7H_plate_4_S56_L000_R1_001.fastq.gz	ERR2177315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177315/ERR2177315_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S56
S56	ERS1979332	SAMEA104354354	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S56	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	494	551	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S56	sequencing assay	ERX2233678	2015_02_13_7H_plate_4_S56_L000_R2_001.fastq.gz	2015_02_13_7H_plate_4_S56_L000_R2_001.fastq.gz	ERR2177315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177315/ERR2177315_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S56
S59	ERS1979333	SAMEA104354355	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S59	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	558	592	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S59	sequencing assay	ERX2233679	2015_02_13_8C_plate_4_S59_L000_R1_001.fastq.gz	2015_02_13_8C_plate_4_S59_L000_R1_001.fastq.gz	ERR2177316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177316/ERR2177316_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S59
S59	ERS1979333	SAMEA104354355	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S59	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	558	592	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S59	sequencing assay	ERX2233679	2015_02_13_8C_plate_4_S59_L000_R2_001.fastq.gz	2015_02_13_8C_plate_4_S59_L000_R2_001.fastq.gz	ERR2177316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177316/ERR2177316_2.fastq.gz	70	36	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S59
S58	ERS1979334	SAMEA104354356	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	S	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S58	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	665	745	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S58	sequencing assay	ERX2233680	2015_02_13_8D_plate_3_S58_L000_R1_001.fastq.gz	2015_02_13_8D_plate_3_S58_L000_R1_001.fastq.gz	ERR2177317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2177317/ERR2177317_1.fastq.gz	134	68	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	S	S58
